Virome_Sample,Metagenome_Sample,Phylum,Microbe,Phage_Abundance,Microbial_Abundance,Phage_Prevalence,Microbial_Prevalence,Phage_Host_Co_Detections
ETARA_034_SRF_Red_Sea_Persian_Gulf_Province,TARA_034_SRF_0.22-1.6,Proteobacteria,Wolbachia,2.76E-05,0,39,2,2
ETARA_034_SRF_Red_Sea_Persian_Gulf_Province,TARA_034_SRF_0.22-1.6,Proteobacteria,Xylella,2.59E-05,0,39,7,7
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Tenericutes,Acholeplasma,1.41E-05,2.962560728,39,27,27
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Acidovorax,1.79E-06,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Aeromonas,0.000181305,0,39,3,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Alicyclobacillus,3.74E-06,0,38,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Aliivibrio,1.79E-06,0,39,2,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Alteromonas,4.61E-06,0,39,2,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Actinobacteria,Atopobium,7.22E-07,0.639269036,39,22,22
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Azospirillum,7.17E-07,0,36,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Bacillus,0.00071971,0,39,7,7
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Bacteroidetes,Bacteroides,4.30E-05,0,39,4,4
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Bdellovibrio,2.77E-06,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Actinobacteria,Bifidobacterium,6.29E-06,0.12906484,39,19,19
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Bordetella,0,0,38,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Spirochaetes,Brachyspira,1.50E-05,0,39,7,7
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Burkholderia,3.09E-05,0.029855482,39,20,20
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Campylobacter,0.000176546,0,39,4,4
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,C_Pelagibacter,0.009993963,5.174569414,39,36,36
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,C_Puniceispirillum,0.000497433,0.458760393,39,15,15
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Carnobacterium,5.38E-06,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Bacteroidetes,Cellulophaga,0.000137704,0,39,6,6
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Chromobacterium,1.08E-06,0,32,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Actinobacteria,Clavibacter,3.59E-07,0,39,2,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Clostridium,0.00060147,1.062323908,39,27,27
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Comamonas,1.08E-06,0,35,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Coprococcus,7.18E-07,0,31,14,11
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Actinobacteria,Corynebacterium,1.24E-06,0,39,7,7
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Bacteroidetes,Croceibacter,3.23E-06,0.739574514,39,24,24
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Cyanobacteria,Cyanothece,3.59E-07,0,36,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Deinococcus-Thermus,Deinococcus,3.59E-07,0,39,3,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Desulfovibrio,4.60E-06,0,39,6,6
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Eubacterium,3.23E-05,0,39,3,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Exiguobacterium,1.55E-06,0.11888324,36,22,21
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Bacteroidetes,Flavobacterium,0.00151744,0,39,22,22
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Fusobacteria,Fusobacterium,4.92E-05,0.156892583,39,26,26
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Actinobacteria,Gardnerella,7.17E-07,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Gluconobacter,5.88E-07,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Hahella,1.47E-06,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Euryarchaeota,Haloferax,7.17E-07,0,37,15,13
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Euryarchaeota,Haloquadratum,0,3.459357297,9,38,9
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Helicobacter,3.43E-05,0,39,3,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Idiomarina,3.23E-06,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Lactobacillus,0.00019175,0,39,10,10
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Spirochaetes,Leptospira,0.000111268,1.662449618,39,36,36
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Fusobacteria,Leptotrichia,4.01E-05,0,39,6,6
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Leuconostoc,7.68E-06,0.238134697,39,28,28
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Listeria,9.01E-05,0,39,4,4
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Magnetospirillum,4.96E-07,0.701708063,39,19,19
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Marinomonas,3.60E-07,0.468839622,37,21,20
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Crenarchaeota,Metallosphaera,0,0,25,4,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Euryarchaeota,Methanobacterium,3.59E-07,1.246274029,21,36,20
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Euryarchaeota,Methanobrevibacter,4.31E-06,0,39,2,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Euryarchaeota,Methanothermobacter,0,0,34,3,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Methylophaga,3.59E-07,0,34,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Moraxella,9.02E-06,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Actinobacteria,Mycobacterium,0.000238168,0,39,2,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Tenericutes,Mycoplasma,1.27E-05,0.069170636,39,31,31
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Myxococcus,0,0.21851603,38,36,35
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Euryarchaeota,Natrialba,8.65E-07,0,39,2,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Neisseria,1.44E-05,0,39,7,7
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Actinobacteria,Olsenella,0,0,37,11,10
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Phaeobacter,8.26E-07,0,34,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Planctomycetes,Planctomyces,3.64E-07,0,30,3,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Bacteroidetes,Porphyromonas,3.59E-07,0.025022389,35,22,19
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Bacteroidetes,Prevotella,2.14E-05,1.530353882,39,16,16
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Cyanobacteria,Prochlorococcus,0.028471275,8.835414056,39,39,39
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Actinobacteria,Propionibacterium,9.57E-06,0,39,2,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Pseudoalteromonas,6.09E-05,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Psychrobacter,2.58E-05,0,39,2,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Rhizobium,1.73E-05,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Rhodobacter,2.53E-06,0,39,11,11
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Planctomycetes,Rhodopirellula,1.45E-06,0.39964472,35,23,20
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Bacteroidetes,Riemerella,9.91E-06,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Roseburia,3.59E-07,0,39,3,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Ruegeria,7.03E-06,0,39,10,10
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Bacteroidetes,Salinibacter,1.44E-06,0,19,3,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Selenomonas,4.66E-06,0,39,6,6
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Serratia,4.06E-05,0,39,4,4
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Shewanella,2.84E-05,0,39,5,5
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Sphingobium,1.08E-06,0,39,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Spirochaetes,Spirochaeta,1.80E-06,0.141380608,35,6,5
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Tenericutes,Spiroplasma,3.78E-05,1.047326807,39,27,27
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Staphylococcus,0.000373916,0.11684597,39,31,31
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Stigmatella,0,0,31,1,1
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Streptococcus,0.000213,2.248005222,39,35,35
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Crenarchaeota,Sulfolobus,2.12E-05,0,39,22,22
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Cyanobacteria,Synechococcus,0.341108664,4.13852168,39,26,26
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Thermoanaerobacterium,5.02E-06,0,39,3,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Deinococcus-Thermus,Thermus,2.06E-05,0,39,14,14
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Spirochaetes,Treponema,4.63E-06,0,39,8,8
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Vibrio,0.000257705,1.237207927,39,10,10
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Firmicutes,Weissella,3.40E-06,0,39,3,3
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Wolbachia,2.56E-05,0,39,2,2
ETARA_036_DCM_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_DCM_0.22-1.6,Proteobacteria,Xylella,2.76E-05,0.434113158,39,7,7
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Tenericutes,Acholeplasma,2.48E-05,4.265493194,39,27,27
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Acidovorax,2.65E-06,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Aeromonas,0.000264643,0.13010389,39,3,3
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Alicyclobacillus,2.60E-06,0,38,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Aliivibrio,8.37E-07,0,39,2,2
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Alteromonas,3.84E-06,0,39,2,2
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Actinobacteria,Atopobium,1.14E-05,1.572235739,39,22,22
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Azospirillum,2.51E-06,0,36,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Bacillus,0.000758764,0,39,7,7
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Bacteroidetes,Bacteroides,4.78E-05,0,39,4,4
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Bdellovibrio,8.68E-07,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Actinobacteria,Bifidobacterium,9.92E-06,0,39,19,19
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Bordetella,1.86E-05,0,38,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Spirochaetes,Brachyspira,1.01E-05,0,39,7,7
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Burkholderia,0.0001226,0,39,20,20
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Campylobacter,0.000139404,0,39,4,4
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,C_Pelagibacter,0.00574458,5.250359398,39,36,36
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,C_Puniceispirillum,0.000189102,1.031831014,39,15,15
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Carnobacterium,2.97E-06,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Bacteroidetes,Cellulophaga,0.000124424,0,39,6,6
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Chromobacterium,2.51E-06,0,32,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Actinobacteria,Clavibacter,4.61E-07,0,39,2,2
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Clostridium,0.000559747,0.885528154,39,27,27
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Comamonas,4.19E-07,0,35,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Coprococcus,2.09E-06,0,31,14,11
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Actinobacteria,Corynebacterium,1.55E-05,0,39,7,7
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Bacteroidetes,Croceibacter,2.10E-06,1.055265449,39,24,24
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Cyanobacteria,Cyanothece,0,0,36,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Deinococcus-Thermus,Deinococcus,9.64E-06,0,39,3,3
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Desulfovibrio,0.000112277,0,39,6,6
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Eubacterium,8.30E-05,0,39,3,3
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Exiguobacterium,4.19E-07,0,36,22,21
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Bacteroidetes,Flavobacterium,0.001454518,0,39,22,22
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Fusobacteria,Fusobacterium,4.15E-05,0.01766703,39,26,26
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Actinobacteria,Gardnerella,1.05E-06,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Gluconobacter,1.51E-06,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Hahella,1.68E-06,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Euryarchaeota,Haloferax,4.07E-06,0,37,15,13
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Euryarchaeota,Haloquadratum,0,3.572322545,9,38,9
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Helicobacter,2.05E-05,0,39,3,3
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Idiomarina,3.86E-06,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Lactobacillus,0.000201541,0,39,10,10
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Spirochaetes,Leptospira,0.000124933,1.473164086,39,36,36
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Fusobacteria,Leptotrichia,4.76E-05,0,39,6,6
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Leuconostoc,5.72E-06,0,39,28,28
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Firmicutes,Listeria,9.04E-05,0,39,4,4
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Magnetospirillum,9.60E-06,0.250582326,39,19,19
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Marinomonas,1.26E-06,0,37,21,20
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Crenarchaeota,Metallosphaera,0,0,25,4,3
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Euryarchaeota,Methanobacterium,0,1.299284955,21,36,20
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Euryarchaeota,Methanobrevibacter,4.61E-06,0,39,2,2
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Euryarchaeota,Methanothermobacter,4.19E-07,0,34,3,3
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Methylophaga,8.43E-07,0,34,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Moraxella,1.16E-05,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Actinobacteria,Mycobacterium,0.000465045,0,39,2,2
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Tenericutes,Mycoplasma,6.44E-06,0,39,31,31
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Myxococcus,3.05E-06,0,38,36,35
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Euryarchaeota,Natrialba,4.22E-06,0,39,2,2
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Neisseria,3.81E-05,0,39,7,7
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Actinobacteria,Olsenella,3.85E-06,0,37,11,10
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Phaeobacter,2.86E-06,0,34,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Planctomycetes,Planctomyces,1.26E-06,0,30,3,3
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Bacteroidetes,Porphyromonas,8.37E-07,0,35,22,19
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Bacteroidetes,Prevotella,2.74E-05,1.879812409,39,16,16
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Cyanobacteria,Prochlorococcus,0.027809939,9.026240949,39,39,39
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Actinobacteria,Propionibacterium,2.35E-05,0,39,2,2
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Pseudoalteromonas,3.16E-05,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Psychrobacter,2.53E-05,0,39,2,2
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Rhizobium,3.32E-05,0,39,1,1
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Proteobacteria,Rhodobacter,3.41E-05,0.153730442,39,11,11
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Planctomycetes,Rhodopirellula,2.51E-06,0,35,23,20
ETARA_036_SRF_Northwest_Arabian_Sea_Upwelling_Province,TARA_036_SRF_0.22-1.6,Bacteroidetes,Riemerella,8.79E-06,0,39,1,1
